domain,scheme,x,rep,gen,best_fitness,mean_fitness,best_distance,mean_distance,mean_novelty
evogym,darwinian,0.5,3,14,0.5401285672576266,0.33235812986021895,7.576872497912841,3.92060312275731,0.15208561357123276
evogym,darwinian,0.5,3,15,0.5401285672576266,0.33174029515702175,7.576872497912841,3.8933546058726796,0.15649381892211883
evogym,darwinian,0.5,3,16,0.5401285672576266,0.33146233887242504,7.576872497912841,3.9352250252945744,0.15060514502284425
evogym,darwinian,0.5,3,17,0.5401285672576266,0.3418667234804131,7.576872497912841,4.117895629477803,0.1481997387946929
evogym,darwinian,0.5,3,18,0.5401285672576266,0.3465526964430712,7.576872497912841,4.209967185541385,0.14470012482470213
evogym,darwinian,0.5,3,19,0.5401285672576266,0.34253935455644846,7.576872497912841,4.116313315639537,0.1498531467162401
evogym,darwinian,0.5,3,20,0.5401285672576266,0.352932830479192,7.576872497912841,4.338671594924453,0.14059464971929378
evogym,darwinian,0.5,3,21,0.5401285672576266,0.3543718151853713,7.576872497912841,4.395725719089375,0.13515473563170194
evogym,darwinian,0.5,3,22,0.5401285672576266,0.3502744876773972,7.576872497912841,4.307071683936141,0.1392048946534436
evogym,darwinian,0.5,3,23,0.5401285672576266,0.3595473647621559,7.576872497912841,4.409556084517943,0.14334505516170637
evogym,darwinian,0.5,3,24,0.5401285672576266,0.35792122423206313,7.576872497912841,4.437118295117687,0.13721443338137682
evogym,darwinian,0.5,3,25,0.5401285672576266,0.35986607452546915,7.576872497912841,4.476513811757573,0.1362156311561246
evogym,darwinian,0.5,3,26,0.5401285672576266,0.3562181042713483,7.576872497912841,4.408682647992174,0.13729531157679015
evogym,darwinian,0.5,3,27,0.5454125560543244,0.36913020022557674,7.576872497912841,4.6712282953485,0.12815662936880956
evogym,darwinian,0.5,3,28,0.5454125560543244,0.3644341301449175,7.576872497912841,4.578367825175187,0.131536868411369
evogym,darwinian,0.5,3,29,0.5454125560543244,0.3622547993182591,7.576872497912841,4.535502667018072,0.13162939553398023
evogym,darwinian,0.5,3,30,0.5454125560543244,0.37617257068102417,7.576872497912841,4.716165016854479,0.13514675118936403
evogym,darwinian,1.0,1,0,0.668896741911193,0.28647753561319067,5.019426530669978,1.4952184458999889,0.260624155992243
evogym,darwinian,1.0,1,1,0.668896741911193,0.28647753561319067,5.019426530669978,1.4952184458999889,0.260624155992243
evogym,darwinian,1.0,1,2,0.668896741911193,0.3115144121475851,5.019426530669978,1.600464434553357,0.22508919148348344
evogym,darwinian,1.0,1,3,0.668896741911193,0.383471698669735,5.019426530669978,1.9776590073092877,0.2101400342664342
evogym,darwinian,1.0,1,4,0.7329722290320703,0.4634147911235294,5.019426530669978,2.4464153770217867,0.1925055475668278
evogym,darwinian,1.0,1,5,0.7605045804243158,0.5341973414777743,5.019426530669978,2.8510998542459807,0.16441545196378932
evogym,darwinian,1.0,1,6,0.7605045804243158,0.5908877283766849,5.019426530669978,3.2473403981739764,0.13704671371107074
evogym,darwinian,1.0,1,7,0.7605045804243158,0.5956638988575029,5.019426530669978,3.3624512609149404,0.1362049958794473
evogym,darwinian,1.0,1,8,0.7695471355746055,0.5823317041967365,6.040830997657103,3.5783459918951883,0.13806187495548491
evogym,darwinian,1.0,1,9,0.7695471355746055,0.5935459839921117,6.040830997657103,3.6583408615320345,0.13713676478611878
evogym,darwinian,1.0,1,10,0.7695471355746055,0.6117832157187248,6.040830997657103,3.7685088962576136,0.12039117081662991
evogym,darwinian,1.0,1,11,0.7695471355746055,0.6114295330264423,6.040830997657103,3.7783473934043066,0.13073653810931363
evogym,darwinian,1.0,1,12,0.7695471355746055,0.6313908168419932,6.040830997657103,3.911211230625937,0.11690275991664005
evogym,darwinian,1.0,1,13,0.7695471355746055,0.6055953807328576,6.040830997657103,3.8141471438786425,0.1259381141172097
evogym,darwinian,1.0,1,14,0.7695471355746055,0.6092063207513089,6.040830997657103,3.8630844258269397,0.1239096859351511
evogym,darwinian,1.0,1,15,0.7695471355746055,0.5903897580261749,6.040830997657103,3.7553597511553476,0.12778230038346952
evogym,darwinian,1.0,1,16,0.7695471355746055,0.6107854105891226,6.040830997657103,3.911534713803994,0.12536512894101054
evogym,darwinian,1.0,1,17,0.7695471355746055,0.5907364990825946,6.040830997657103,3.8086139340558858,0.11642915618318013
evogym,darwinian,1.0,1,18,0.7695471355746055,0.5930879764459992,6.040830997657103,3.8595532266940586,0.1129188510987158
evogym,darwinian,1.0,1,19,0.7695471355746055,0.5901145942412643,6.040830997657103,3.847924550884521,0.11148274736648842
evogym,darwinian,1.0,1,20,0.7695471355746055,0.5946412076690584,6.040830997657103,3.9039564899494605,0.12383458479125002
evogym,darwinian,1.0,1,21,0.7695471355746055,0.6318754503682105,6.040830997657103,4.201816735552,0.12148508821643611
evogym,darwinian,1.0,1,22,0.8570227263428402,0.5832960758202369,6.727501424747388,4.095776474063186,0.12528865493372776
evogym,darwinian,1.0,1,23,0.8570227263428402,0.5875118623929532,6.727501424747388,4.145572857891766,0.11806973154069504
evogym,darwinian,1.0,1,24,0.8570227263428402,0.6089056075538412,6.727501424747388,4.364485867021087,0.12136609865889239
evogym,darwinian,1.0,1,25,0.8570227263428402,0.5968706387550023,6.727501424747388,4.33378405944161,0.12307134872802598
evogym,darwinian,1.0,1,26,0.8570227263428402,0.6171668130456807,6.727501424747388,4.535484783950985,0.12211606821320342
evogym,darwinian,1.0,1,27,0.9559464427742506,0.5939038371113043,7.504037942131866,4.583250805533385,0.10843909850697608
evogym,darwinian,1.0,1,28,1.0,0.5895726494999574,7.8498518393503405,4.628057947107893,0.11105739383285722
evogym,darwinian,1.0,1,29,1.0,0.5920369927953651,7.8498518393503405,4.647402676858144,0.10990381458542722
evogym,darwinian,1.0,1,30,1.0,0.6060781678700062,7.8498518393503405,4.757623820844455,0.11028001981009301
evogym,darwinian,1.0,2,0,0.7131171407834698,0.39493502702708205,3.9959720806052754,1.7300961268973585,0.21845857566792107
evogym,darwinian,1.0,2,1,0.7131171407834698,0.39493502702708205,3.9959720806052754,1.7300961268973585,0.21845857566792107
evogym,darwinian,1.0,2,2,0.7131171407834698,0.4318171855733164,3.9959720806052754,1.9048944249278772,0.19186514154597914
evogym,darwinian,1.0,2,3,0.7722866989163769,0.5135398888261233,4.32753037418532,2.388542457984479,0.16838434363732974
evogym,darwinian,1.0,2,4,0.7722866989163769,0.561762661406986,4.32753037418532,2.677151014257507,0.16616395656489774
evogym,darwinian,1.0,2,5,0.7722866989163769,0.5931841964657434,4.425299410499392,2.9195211573003754,0.16292707004484427
evogym,darwinian,1.0,2,6,0.7722866989163769,0.5875718315869988,4.887909219652568,3.1082212240567726,0.15843127073929134
evogym,darwinian,1.0,2,7,0.7722866989163769,0.5942405937835848,4.887909219652568,3.2028600448519575,0.1625434326243431
evogym,darwinian,1.0,2,8,0.7722866989163769,0.5905611286468284,5.603528301416343,3.4333296341398287,0.14359798860231104
